data,id_tempo,ano,mes,nome_mes,trimestre,ano_mes,semana_ano,ano_semana_iso,semana_iso,mes_dia,dia_semana,dia_do_mes,ano_mes_id
2022-05-16,867,2022,5,maio,2º trimestre,maio de 2022,20,16 de maio de 2022 a 16 de maio de 2022 (semana 20),Semana 20,16 de maio,segunda-feira,16,29
2022-05-17,868,2022,5,maio,2º trimestre,maio de 2022,20,17 de maio de 2022 a 17 de maio de 2022 (semana 20),Semana 20,17 de maio,terça-feira,17,29
2022-05-18,869,2022,5,maio,2º trimestre,maio de 2022,20,18 de maio de 2022 a 18 de maio de 2022 (semana 20),Semana 20,18 de maio,quarta-feira,18,29
2022-05-19,870,2022,5,maio,2º trimestre,maio de 2022,20,19 de maio de 2022 a 19 de maio de 2022 (semana 20),Semana 20,19 de maio,quinta-feira,19,29
2022-05-20,871,2022,5,maio,2º trimestre,maio de 2022,20,20 de maio de 2022 a 20 de maio de 2022 (semana 20),Semana 20,20 de maio,sexta-feira,20,29
2022-05-21,872,2022,5,maio,2º trimestre,maio de 2022,20,21 de maio de 2022 a 21 de maio de 2022 (semana 20),Semana 20,21 de maio,sábado,21,29
2022-05-22,873,2022,5,maio,2º trimestre,maio de 2022,20,22 de maio de 2022 a 22 de maio de 2022 (semana 20),Semana 20,22 de maio,domingo,22,29
2022-05-23,874,2022,5,maio,2º trimestre,maio de 2022,21,23 de maio de 2022 a 23 de maio de 2022 (semana 21),Semana 21,23 de maio,segunda-feira,23,29
2022-05-24,875,2022,5,maio,2º trimestre,maio de 2022,21,24 de maio de 2022 a 24 de maio de 2022 (semana 21),Semana 21,24 de maio,terça-feira,24,29
2022-05-25,876,2022,5,maio,2º trimestre,maio de 2022,21,25 de maio de 2022 a 25 de maio de 2022 (semana 21),Semana 21,25 de maio,quarta-feira,25,29
2022-05-26,877,2022,5,maio,2º trimestre,maio de 2022,21,26 de maio de 2022 a 26 de maio de 2022 (semana 21),Semana 21,26 de maio,quinta-feira,26,29
2022-05-27,878,2022,5,maio,2º trimestre,maio de 2022,21,27 de maio de 2022 a 27 de maio de 2022 (semana 21),Semana 21,27 de maio,sexta-feira,27,29
2022-05-28,879,2022,5,maio,2º trimestre,maio de 2022,21,28 de maio de 2022 a 28 de maio de 2022 (semana 21),Semana 21,28 de maio,sábado,28,29
2022-05-29,880,2022,5,maio,2º trimestre,maio de 2022,21,29 de maio de 2022 a 29 de maio de 2022 (semana 21),Semana 21,29 de maio,domingo,29,29
2022-05-30,881,2022,5,maio,2º trimestre,maio de 2022,22,30 de maio de 2022 a 30 de maio de 2022 (semana 22),Semana 22,30 de maio,segunda-feira,30,29
2022-05-31,882,2022,5,maio,2º trimestre,maio de 2022,22,31 de maio de 2022 a 31 de maio de 2022 (semana 22),Semana 22,31 de maio,terça-feira,31,29
2022-06-01,883,2022,6,junho,2º trimestre,junho de 2022,22,01 de junho de 2022 a 01 de junho de 2022 (semana 22),Semana 22,01 de junho,quarta-feira,1,30
2022-06-02,884,2022,6,junho,2º trimestre,junho de 2022,22,02 de junho de 2022 a 02 de junho de 2022 (semana 22),Semana 22,02 de junho,quinta-feira,2,30
2022-06-03,885,2022,6,junho,2º trimestre,junho de 2022,22,03 de junho de 2022 a 03 de junho de 2022 (semana 22),Semana 22,03 de junho,sexta-feira,3,30
2022-06-04,886,2022,6,junho,2º trimestre,junho de 2022,22,04 de junho de 2022 a 04 de junho de 2022 (semana 22),Semana 22,04 de junho,sábado,4,30
2022-06-05,887,2022,6,junho,2º trimestre,junho de 2022,22,05 de junho de 2022 a 05 de junho de 2022 (semana 22),Semana 22,05 de junho,domingo,5,30
2022-06-06,888,2022,6,junho,2º trimestre,junho de 2022,23,06 de junho de 2022 a 06 de junho de 2022 (semana 23),Semana 23,06 de junho,segunda-feira,6,30
2022-06-07,889,2022,6,junho,2º trimestre,junho de 2022,23,07 de junho de 2022 a 07 de junho de 2022 (semana 23),Semana 23,07 de junho,terça-feira,7,30
2022-06-08,890,2022,6,junho,2º trimestre,junho de 2022,23,08 de junho de 2022 a 08 de junho de 2022 (semana 23),Semana 23,08 de junho,quarta-feira,8,30
2022-06-09,891,2022,6,junho,2º trimestre,junho de 2022,23,09 de junho de 2022 a 09 de junho de 2022 (semana 23),Semana 23,09 de junho,quinta-feira,9,30
2022-06-10,892,2022,6,junho,2º trimestre,junho de 2022,23,10 de junho de 2022 a 10 de junho de 2022 (semana 23),Semana 23,10 de junho,sexta-feira,10,30
2022-06-11,893,2022,6,junho,2º trimestre,junho de 2022,23,11 de junho de 2022 a 11 de junho de 2022 (semana 23),Semana 23,11 de junho,sábado,11,30
2022-06-12,894,2022,6,junho,2º trimestre,junho de 2022,23,12 de junho de 2022 a 12 de junho de 2022 (semana 23),Semana 23,12 de junho,domingo,12,30
2022-06-13,895,2022,6,junho,2º trimestre,junho de 2022,24,13 de junho de 2022 a 13 de junho de 2022 (semana 24),Semana 24,13 de junho,segunda-feira,13,30
2022-06-14,896,2022,6,junho,2º trimestre,junho de 2022,24,14 de junho de 2022 a 14 de junho de 2022 (semana 24),Semana 24,14 de junho,terça-feira,14,30
2022-06-15,897,2022,6,junho,2º trimestre,junho de 2022,24,15 de junho de 2022 a 15 de junho de 2022 (semana 24),Semana 24,15 de junho,quarta-feira,15,30
2022-06-16,898,2022,6,junho,2º trimestre,junho de 2022,24,16 de junho de 2022 a 16 de junho de 2022 (semana 24),Semana 24,16 de junho,quinta-feira,16,30
2022-06-17,899,2022,6,junho,2º trimestre,junho de 2022,24,17 de junho de 2022 a 17 de junho de 2022 (semana 24),Semana 24,17 de junho,sexta-feira,17,30
2022-06-18,900,2022,6,junho,2º trimestre,junho de 2022,24,18 de junho de 2022 a 18 de junho de 2022 (semana 24),Semana 24,18 de junho,sábado,18,30
2022-06-19,901,2022,6,junho,2º trimestre,junho de 2022,24,19 de junho de 2022 a 19 de junho de 2022 (semana 24),Semana 24,19 de junho,domingo,19,30
2022-06-20,902,2022,6,junho,2º trimestre,junho de 2022,25,20 de junho de 2022 a 20 de junho de 2022 (semana 25),Semana 25,20 de junho,segunda-feira,20,30
2022-06-21,903,2022,6,junho,2º trimestre,junho de 2022,25,21 de junho de 2022 a 21 de junho de 2022 (semana 25),Semana 25,21 de junho,terça-feira,21,30
2022-06-22,904,2022,6,junho,2º trimestre,junho de 2022,25,22 de junho de 2022 a 22 de junho de 2022 (semana 25),Semana 25,22 de junho,quarta-feira,22,30
2022-06-23,905,2022,6,junho,2º trimestre,junho de 2022,25,23 de junho de 2022 a 23 de junho de 2022 (semana 25),Semana 25,23 de junho,quinta-feira,23,30
2022-06-24,906,2022,6,junho,2º trimestre,junho de 2022,25,24 de junho de 2022 a 24 de junho de 2022 (semana 25),Semana 25,24 de junho,sexta-feira,24,30
2022-06-25,907,2022,6,junho,2º trimestre,junho de 2022,25,25 de junho de 2022 a 25 de junho de 2022 (semana 25),Semana 25,25 de junho,sábado,25,30
2022-06-26,908,2022,6,junho,2º trimestre,junho de 2022,25,26 de junho de 2022 a 26 de junho de 2022 (semana 25),Semana 25,26 de junho,domingo,26,30
2022-06-27,909,2022,6,junho,2º trimestre,junho de 2022,26,27 de junho de 2022 a 27 de junho de 2022 (semana 26),Semana 26,27 de junho,segunda-feira,27,30
2022-06-28,910,2022,6,junho,2º trimestre,junho de 2022,26,28 de junho de 2022 a 28 de junho de 2022 (semana 26),Semana 26,28 de junho,terça-feira,28,30
2022-06-29,911,2022,6,junho,2º trimestre,junho de 2022,26,29 de junho de 2022 a 29 de junho de 2022 (semana 26),Semana 26,29 de junho,quarta-feira,29,30
2022-06-30,912,2022,6,junho,2º trimestre,junho de 2022,26,30 de junho de 2022 a 30 de junho de 2022 (semana 26),Semana 26,30 de junho,quinta-feira,30,30
2022-07-01,913,2022,7,julho,3º trimestre,julho de 2022,26,01 de julho de 2022 a 01 de julho de 2022 (semana 26),Semana 26,01 de julho,sexta-feira,1,31
2022-07-02,914,2022,7,julho,3º trimestre,julho de 2022,26,02 de julho de 2022 a 02 de julho de 2022 (semana 26),Semana 26,02 de julho,sábado,2,31
2022-07-03,915,2022,7,julho,3º trimestre,julho de 2022,26,03 de julho de 2022 a 03 de julho de 2022 (semana 26),Semana 26,03 de julho,domingo,3,31
2022-07-04,916,2022,7,julho,3º trimestre,julho de 2022,27,04 de julho de 2022 a 04 de julho de 2022 (semana 27),Semana 27,04 de julho,segunda-feira,4,31
2022-07-05,917,2022,7,julho,3º trimestre,julho de 2022,27,05 de julho de 2022 a 05 de julho de 2022 (semana 27),Semana 27,05 de julho,terça-feira,5,31
2022-07-06,918,2022,7,julho,3º trimestre,julho de 2022,27,06 de julho de 2022 a 06 de julho de 2022 (semana 27),Semana 27,06 de julho,quarta-feira,6,31
2022-07-07,919,2022,7,julho,3º trimestre,julho de 2022,27,07 de julho de 2022 a 07 de julho de 2022 (semana 27),Semana 27,07 de julho,quinta-feira,7,31
2022-07-08,920,2022,7,julho,3º trimestre,julho de 2022,27,08 de julho de 2022 a 08 de julho de 2022 (semana 27),Semana 27,08 de julho,sexta-feira,8,31
2022-07-09,921,2022,7,julho,3º trimestre,julho de 2022,27,09 de julho de 2022 a 09 de julho de 2022 (semana 27),Semana 27,09 de julho,sábado,9,31
2022-07-10,922,2022,7,julho,3º trimestre,julho de 2022,27,10 de julho de 2022 a 10 de julho de 2022 (semana 27),Semana 27,10 de julho,domingo,10,31
2022-07-11,923,2022,7,julho,3º trimestre,julho de 2022,28,11 de julho de 2022 a 11 de julho de 2022 (semana 28),Semana 28,11 de julho,segunda-feira,11,31
2022-07-12,924,2022,7,julho,3º trimestre,julho de 2022,28,12 de julho de 2022 a 12 de julho de 2022 (semana 28),Semana 28,12 de julho,terça-feira,12,31
2022-07-13,925,2022,7,julho,3º trimestre,julho de 2022,28,13 de julho de 2022 a 13 de julho de 2022 (semana 28),Semana 28,13 de julho,quarta-feira,13,31
2022-07-14,926,2022,7,julho,3º trimestre,julho de 2022,28,14 de julho de 2022 a 14 de julho de 2022 (semana 28),Semana 28,14 de julho,quinta-feira,14,31
2022-07-15,927,2022,7,julho,3º trimestre,julho de 2022,28,15 de julho de 2022 a 15 de julho de 2022 (semana 28),Semana 28,15 de julho,sexta-feira,15,31
2022-07-16,928,2022,7,julho,3º trimestre,julho de 2022,28,16 de julho de 2022 a 16 de julho de 2022 (semana 28),Semana 28,16 de julho,sábado,16,31
2022-07-17,929,2022,7,julho,3º trimestre,julho de 2022,28,17 de julho de 2022 a 17 de julho de 2022 (semana 28),Semana 28,17 de julho,domingo,17,31
2022-07-18,930,2022,7,julho,3º trimestre,julho de 2022,29,18 de julho de 2022 a 18 de julho de 2022 (semana 29),Semana 29,18 de julho,segunda-feira,18,31
2022-07-19,931,2022,7,julho,3º trimestre,julho de 2022,29,19 de julho de 2022 a 19 de julho de 2022 (semana 29),Semana 29,19 de julho,terça-feira,19,31
2022-07-20,932,2022,7,julho,3º trimestre,julho de 2022,29,20 de julho de 2022 a 20 de julho de 2022 (semana 29),Semana 29,20 de julho,quarta-feira,20,31
2022-07-21,933,2022,7,julho,3º trimestre,julho de 2022,29,21 de julho de 2022 a 21 de julho de 2022 (semana 29),Semana 29,21 de julho,quinta-feira,21,31
2022-07-22,934,2022,7,julho,3º trimestre,julho de 2022,29,22 de julho de 2022 a 22 de julho de 2022 (semana 29),Semana 29,22 de julho,sexta-feira,22,31
2022-07-23,935,2022,7,julho,3º trimestre,julho de 2022,29,23 de julho de 2022 a 23 de julho de 2022 (semana 29),Semana 29,23 de julho,sábado,23,31
2022-07-24,936,2022,7,julho,3º trimestre,julho de 2022,29,24 de julho de 2022 a 24 de julho de 2022 (semana 29),Semana 29,24 de julho,domingo,24,31
2022-07-25,937,2022,7,julho,3º trimestre,julho de 2022,30,25 de julho de 2022 a 25 de julho de 2022 (semana 30),Semana 30,25 de julho,segunda-feira,25,31
2022-07-26,938,2022,7,julho,3º trimestre,julho de 2022,30,26 de julho de 2022 a 26 de julho de 2022 (semana 30),Semana 30,26 de julho,terça-feira,26,31
2022-07-27,939,2022,7,julho,3º trimestre,julho de 2022,30,27 de julho de 2022 a 27 de julho de 2022 (semana 30),Semana 30,27 de julho,quarta-feira,27,31
2022-07-28,940,2022,7,julho,3º trimestre,julho de 2022,30,28 de julho de 2022 a 28 de julho de 2022 (semana 30),Semana 30,28 de julho,quinta-feira,28,31
2022-07-29,941,2022,7,julho,3º trimestre,julho de 2022,30,29 de julho de 2022 a 29 de julho de 2022 (semana 30),Semana 30,29 de julho,sexta-feira,29,31
2022-07-30,942,2022,7,julho,3º trimestre,julho de 2022,30,30 de julho de 2022 a 30 de julho de 2022 (semana 30),Semana 30,30 de julho,sábado,30,31
2022-07-31,943,2022,7,julho,3º trimestre,julho de 2022,30,31 de julho de 2022 a 31 de julho de 2022 (semana 30),Semana 30,31 de julho,domingo,31,31
2022-08-01,944,2022,8,agosto,3º trimestre,agosto de 2022,31,01 de agosto de 2022 a 01 de agosto de 2022 (semana 31),Semana 31,01 de agosto,segunda-feira,1,32
2022-08-02,945,2022,8,agosto,3º trimestre,agosto de 2022,31,02 de agosto de 2022 a 02 de agosto de 2022 (semana 31),Semana 31,02 de agosto,terça-feira,2,32
2022-08-03,946,2022,8,agosto,3º trimestre,agosto de 2022,31,03 de agosto de 2022 a 03 de agosto de 2022 (semana 31),Semana 31,03 de agosto,quarta-feira,3,32
2022-08-04,947,2022,8,agosto,3º trimestre,agosto de 2022,31,04 de agosto de 2022 a 04 de agosto de 2022 (semana 31),Semana 31,04 de agosto,quinta-feira,4,32
2022-08-05,948,2022,8,agosto,3º trimestre,agosto de 2022,31,05 de agosto de 2022 a 05 de agosto de 2022 (semana 31),Semana 31,05 de agosto,sexta-feira,5,32
2022-08-06,949,2022,8,agosto,3º trimestre,agosto de 2022,31,06 de agosto de 2022 a 06 de agosto de 2022 (semana 31),Semana 31,06 de agosto,sábado,6,32
2022-08-07,950,2022,8,agosto,3º trimestre,agosto de 2022,31,07 de agosto de 2022 a 07 de agosto de 2022 (semana 31),Semana 31,07 de agosto,domingo,7,32
2022-08-08,951,2022,8,agosto,3º trimestre,agosto de 2022,32,08 de agosto de 2022 a 08 de agosto de 2022 (semana 32),Semana 32,08 de agosto,segunda-feira,8,32
2022-08-09,952,2022,8,agosto,3º trimestre,agosto de 2022,32,09 de agosto de 2022 a 09 de agosto de 2022 (semana 32),Semana 32,09 de agosto,terça-feira,9,32
2022-08-10,953,2022,8,agosto,3º trimestre,agosto de 2022,32,10 de agosto de 2022 a 10 de agosto de 2022 (semana 32),Semana 32,10 de agosto,quarta-feira,10,32
2022-08-11,954,2022,8,agosto,3º trimestre,agosto de 2022,32,11 de agosto de 2022 a 11 de agosto de 2022 (semana 32),Semana 32,11 de agosto,quinta-feira,11,32
2022-08-12,955,2022,8,agosto,3º trimestre,agosto de 2022,32,12 de agosto de 2022 a 12 de agosto de 2022 (semana 32),Semana 32,12 de agosto,sexta-feira,12,32
2022-08-13,956,2022,8,agosto,3º trimestre,agosto de 2022,32,13 de agosto de 2022 a 13 de agosto de 2022 (semana 32),Semana 32,13 de agosto,sábado,13,32
2022-08-14,957,2022,8,agosto,3º trimestre,agosto de 2022,32,14 de agosto de 2022 a 14 de agosto de 2022 (semana 32),Semana 32,14 de agosto,domingo,14,32
2022-08-15,958,2022,8,agosto,3º trimestre,agosto de 2022,33,15 de agosto de 2022 a 15 de agosto de 2022 (semana 33),Semana 33,15 de agosto,segunda-feira,15,32
2022-08-16,959,2022,8,agosto,3º trimestre,agosto de 2022,33,16 de agosto de 2022 a 16 de agosto de 2022 (semana 33),Semana 33,16 de agosto,terça-feira,16,32
2022-08-17,960,2022,8,agosto,3º trimestre,agosto de 2022,33,17 de agosto de 2022 a 17 de agosto de 2022 (semana 33),Semana 33,17 de agosto,quarta-feira,17,32
2022-08-18,961,2022,8,agosto,3º trimestre,agosto de 2022,33,18 de agosto de 2022 a 18 de agosto de 2022 (semana 33),Semana 33,18 de agosto,quinta-feira,18,32
2022-08-19,962,2022,8,agosto,3º trimestre,agosto de 2022,33,19 de agosto de 2022 a 19 de agosto de 2022 (semana 33),Semana 33,19 de agosto,sexta-feira,19,32
2022-08-20,963,2022,8,agosto,3º trimestre,agosto de 2022,33,20 de agosto de 2022 a 20 de agosto de 2022 (semana 33),Semana 33,20 de agosto,sábado,20,32
2022-08-21,964,2022,8,agosto,3º trimestre,agosto de 2022,33,21 de agosto de 2022 a 21 de agosto de 2022 (semana 33),Semana 33,21 de agosto,domingo,21,32
2022-08-22,965,2022,8,agosto,3º trimestre,agosto de 2022,34,22 de agosto de 2022 a 22 de agosto de 2022 (semana 34),Semana 34,22 de agosto,segunda-feira,22,32
2022-08-23,966,2022,8,agosto,3º trimestre,agosto de 2022,34,23 de agosto de 2022 a 23 de agosto de 2022 (semana 34),Semana 34,23 de agosto,terça-feira,23,32
2022-08-24,967,2022,8,agosto,3º trimestre,agosto de 2022,34,24 de agosto de 2022 a 24 de agosto de 2022 (semana 34),Semana 34,24 de agosto,quarta-feira,24,32
2022-08-25,968,2022,8,agosto,3º trimestre,agosto de 2022,34,25 de agosto de 2022 a 25 de agosto de 2022 (semana 34),Semana 34,25 de agosto,quinta-feira,25,32
2022-08-26,969,2022,8,agosto,3º trimestre,agosto de 2022,34,26 de agosto de 2022 a 26 de agosto de 2022 (semana 34),Semana 34,26 de agosto,sexta-feira,26,32
2022-08-27,970,2022,8,agosto,3º trimestre,agosto de 2022,34,27 de agosto de 2022 a 27 de agosto de 2022 (semana 34),Semana 34,27 de agosto,sábado,27,32
2022-08-28,971,2022,8,agosto,3º trimestre,agosto de 2022,34,28 de agosto de 2022 a 28 de agosto de 2022 (semana 34),Semana 34,28 de agosto,domingo,28,32
2022-08-29,972,2022,8,agosto,3º trimestre,agosto de 2022,35,29 de agosto de 2022 a 29 de agosto de 2022 (semana 35),Semana 35,29 de agosto,segunda-feira,29,32
2022-08-30,973,2022,8,agosto,3º trimestre,agosto de 2022,35,30 de agosto de 2022 a 30 de agosto de 2022 (semana 35),Semana 35,30 de agosto,terça-feira,30,32
2022-08-31,974,2022,8,agosto,3º trimestre,agosto de 2022,35,31 de agosto de 2022 a 31 de agosto de 2022 (semana 35),Semana 35,31 de agosto,quarta-feira,31,32
2022-09-01,975,2022,9,setembro,3º trimestre,setembro de 2022,35,01 de setembro de 2022 a 01 de setembro de 2022 (semana 35),Semana 35,01 de setembro,quinta-feira,1,33
2022-09-02,976,2022,9,setembro,3º trimestre,setembro de 2022,35,02 de setembro de 2022 a 02 de setembro de 2022 (semana 35),Semana 35,02 de setembro,sexta-feira,2,33
2022-09-03,977,2022,9,setembro,3º trimestre,setembro de 2022,35,03 de setembro de 2022 a 03 de setembro de 2022 (semana 35),Semana 35,03 de setembro,sábado,3,33
2022-09-04,978,2022,9,setembro,3º trimestre,setembro de 2022,35,04 de setembro de 2022 a 04 de setembro de 2022 (semana 35),Semana 35,04 de setembro,domingo,4,33
2022-09-05,979,2022,9,setembro,3º trimestre,setembro de 2022,36,05 de setembro de 2022 a 05 de setembro de 2022 (semana 36),Semana 36,05 de setembro,segunda-feira,5,33
2022-09-06,980,2022,9,setembro,3º trimestre,setembro de 2022,36,06 de setembro de 2022 a 06 de setembro de 2022 (semana 36),Semana 36,06 de setembro,terça-feira,6,33
2022-09-07,981,2022,9,setembro,3º trimestre,setembro de 2022,36,07 de setembro de 2022 a 07 de setembro de 2022 (semana 36),Semana 36,07 de setembro,quarta-feira,7,33
2022-09-08,982,2022,9,setembro,3º trimestre,setembro de 2022,36,08 de setembro de 2022 a 08 de setembro de 2022 (semana 36),Semana 36,08 de setembro,quinta-feira,8,33
2022-09-09,983,2022,9,setembro,3º trimestre,setembro de 2022,36,09 de setembro de 2022 a 09 de setembro de 2022 (semana 36),Semana 36,09 de setembro,sexta-feira,9,33
2022-09-10,984,2022,9,setembro,3º trimestre,setembro de 2022,36,10 de setembro de 2022 a 10 de setembro de 2022 (semana 36),Semana 36,10 de setembro,sábado,10,33
2022-09-11,985,2022,9,setembro,3º trimestre,setembro de 2022,36,11 de setembro de 2022 a 11 de setembro de 2022 (semana 36),Semana 36,11 de setembro,domingo,11,33
2022-09-12,986,2022,9,setembro,3º trimestre,setembro de 2022,37,12 de setembro de 2022 a 12 de setembro de 2022 (semana 37),Semana 37,12 de setembro,segunda-feira,12,33
2022-09-13,987,2022,9,setembro,3º trimestre,setembro de 2022,37,13 de setembro de 2022 a 13 de setembro de 2022 (semana 37),Semana 37,13 de setembro,terça-feira,13,33
2022-09-14,988,2022,9,setembro,3º trimestre,setembro de 2022,37,14 de setembro de 2022 a 14 de setembro de 2022 (semana 37),Semana 37,14 de setembro,quarta-feira,14,33
2022-09-15,989,2022,9,setembro,3º trimestre,setembro de 2022,37,15 de setembro de 2022 a 15 de setembro de 2022 (semana 37),Semana 37,15 de setembro,quinta-feira,15,33
2022-09-16,990,2022,9,setembro,3º trimestre,setembro de 2022,37,16 de setembro de 2022 a 16 de setembro de 2022 (semana 37),Semana 37,16 de setembro,sexta-feira,16,33
2022-09-17,991,2022,9,setembro,3º trimestre,setembro de 2022,37,17 de setembro de 2022 a 17 de setembro de 2022 (semana 37),Semana 37,17 de setembro,sábado,17,33
2022-09-18,992,2022,9,setembro,3º trimestre,setembro de 2022,37,18 de setembro de 2022 a 18 de setembro de 2022 (semana 37),Semana 37,18 de setembro,domingo,18,33
2022-09-19,993,2022,9,setembro,3º trimestre,setembro de 2022,38,19 de setembro de 2022 a 19 de setembro de 2022 (semana 38),Semana 38,19 de setembro,segunda-feira,19,33
2022-09-20,994,2022,9,setembro,3º trimestre,setembro de 2022,38,20 de setembro de 2022 a 20 de setembro de 2022 (semana 38),Semana 38,20 de setembro,terça-feira,20,33
2022-09-21,995,2022,9,setembro,3º trimestre,setembro de 2022,38,21 de setembro de 2022 a 21 de setembro de 2022 (semana 38),Semana 38,21 de setembro,quarta-feira,21,33
2022-09-22,996,2022,9,setembro,3º trimestre,setembro de 2022,38,22 de setembro de 2022 a 22 de setembro de 2022 (semana 38),Semana 38,22 de setembro,quinta-feira,22,33
2022-09-23,997,2022,9,setembro,3º trimestre,setembro de 2022,38,23 de setembro de 2022 a 23 de setembro de 2022 (semana 38),Semana 38,23 de setembro,sexta-feira,23,33
2022-09-24,998,2022,9,setembro,3º trimestre,setembro de 2022,38,24 de setembro de 2022 a 24 de setembro de 2022 (semana 38),Semana 38,24 de setembro,sábado,24,33
2022-09-25,999,2022,9,setembro,3º trimestre,setembro de 2022,38,25 de setembro de 2022 a 25 de setembro de 2022 (semana 38),Semana 38,25 de setembro,domingo,25,33
2022-09-26,1000,2022,9,setembro,3º trimestre,setembro de 2022,39,26 de setembro de 2022 a 26 de setembro de 2022 (semana 39),Semana 39,26 de setembro,segunda-feira,26,33
2022-09-27,1001,2022,9,setembro,3º trimestre,setembro de 2022,39,27 de setembro de 2022 a 27 de setembro de 2022 (semana 39),Semana 39,27 de setembro,terça-feira,27,33
2022-09-28,1002,2022,9,setembro,3º trimestre,setembro de 2022,39,28 de setembro de 2022 a 28 de setembro de 2022 (semana 39),Semana 39,28 de setembro,quarta-feira,28,33
2022-09-29,1003,2022,9,setembro,3º trimestre,setembro de 2022,39,29 de setembro de 2022 a 29 de setembro de 2022 (semana 39),Semana 39,29 de setembro,quinta-feira,29,33
2022-09-30,1004,2022,9,setembro,3º trimestre,setembro de 2022,39,30 de setembro de 2022 a 30 de setembro de 2022 (semana 39),Semana 39,30 de setembro,sexta-feira,30,33
2022-10-01,1005,2022,10,outubro,4º trimestre,outubro de 2022,39,01 de outubro de 2022 a 01 de outubro de 2022 (semana 39),Semana 39,01 de outubro,sábado,1,34
2022-10-02,1006,2022,10,outubro,4º trimestre,outubro de 2022,39,02 de outubro de 2022 a 02 de outubro de 2022 (semana 39),Semana 39,02 de outubro,domingo,2,34
2022-10-03,1007,2022,10,outubro,4º trimestre,outubro de 2022,40,03 de outubro de 2022 a 03 de outubro de 2022 (semana 40),Semana 40,03 de outubro,segunda-feira,3,34
2022-10-04,1008,2022,10,outubro,4º trimestre,outubro de 2022,40,04 de outubro de 2022 a 04 de outubro de 2022 (semana 40),Semana 40,04 de outubro,terça-feira,4,34
2022-10-05,1009,2022,10,outubro,4º trimestre,outubro de 2022,40,05 de outubro de 2022 a 05 de outubro de 2022 (semana 40),Semana 40,05 de outubro,quarta-feira,5,34
2022-10-06,1010,2022,10,outubro,4º trimestre,outubro de 2022,40,06 de outubro de 2022 a 06 de outubro de 2022 (semana 40),Semana 40,06 de outubro,quinta-feira,6,34
2022-10-07,1011,2022,10,outubro,4º trimestre,outubro de 2022,40,07 de outubro de 2022 a 07 de outubro de 2022 (semana 40),Semana 40,07 de outubro,sexta-feira,7,34
2022-10-08,1012,2022,10,outubro,4º trimestre,outubro de 2022,40,08 de outubro de 2022 a 08 de outubro de 2022 (semana 40),Semana 40,08 de outubro,sábado,8,34
2022-10-09,1013,2022,10,outubro,4º trimestre,outubro de 2022,40,09 de outubro de 2022 a 09 de outubro de 2022 (semana 40),Semana 40,09 de outubro,domingo,9,34
2022-10-10,1014,2022,10,outubro,4º trimestre,outubro de 2022,41,10 de outubro de 2022 a 10 de outubro de 2022 (semana 41),Semana 41,10 de outubro,segunda-feira,10,34
2022-10-11,1015,2022,10,outubro,4º trimestre,outubro de 2022,41,11 de outubro de 2022 a 11 de outubro de 2022 (semana 41),Semana 41,11 de outubro,terça-feira,11,34
2022-10-12,1016,2022,10,outubro,4º trimestre,outubro de 2022,41,12 de outubro de 2022 a 12 de outubro de 2022 (semana 41),Semana 41,12 de outubro,quarta-feira,12,34
2022-10-13,1017,2022,10,outubro,4º trimestre,outubro de 2022,41,13 de outubro de 2022 a 13 de outubro de 2022 (semana 41),Semana 41,13 de outubro,quinta-feira,13,34
2022-10-14,1018,2022,10,outubro,4º trimestre,outubro de 2022,41,14 de outubro de 2022 a 14 de outubro de 2022 (semana 41),Semana 41,14 de outubro,sexta-feira,14,34
2022-10-15,1019,2022,10,outubro,4º trimestre,outubro de 2022,41,15 de outubro de 2022 a 15 de outubro de 2022 (semana 41),Semana 41,15 de outubro,sábado,15,34
2022-10-16,1020,2022,10,outubro,4º trimestre,outubro de 2022,41,16 de outubro de 2022 a 16 de outubro de 2022 (semana 41),Semana 41,16 de outubro,domingo,16,34
2022-10-17,1021,2022,10,outubro,4º trimestre,outubro de 2022,42,17 de outubro de 2022 a 17 de outubro de 2022 (semana 42),Semana 42,17 de outubro,segunda-feira,17,34
2022-10-18,1022,2022,10,outubro,4º trimestre,outubro de 2022,42,18 de outubro de 2022 a 18 de outubro de 2022 (semana 42),Semana 42,18 de outubro,terça-feira,18,34
2022-10-19,1023,2022,10,outubro,4º trimestre,outubro de 2022,42,19 de outubro de 2022 a 19 de outubro de 2022 (semana 42),Semana 42,19 de outubro,quarta-feira,19,34
2022-10-20,1024,2022,10,outubro,4º trimestre,outubro de 2022,42,20 de outubro de 2022 a 20 de outubro de 2022 (semana 42),Semana 42,20 de outubro,quinta-feira,20,34
2022-10-21,1025,2022,10,outubro,4º trimestre,outubro de 2022,42,21 de outubro de 2022 a 21 de outubro de 2022 (semana 42),Semana 42,21 de outubro,sexta-feira,21,34
2022-10-22,1026,2022,10,outubro,4º trimestre,outubro de 2022,42,22 de outubro de 2022 a 22 de outubro de 2022 (semana 42),Semana 42,22 de outubro,sábado,22,34
2022-10-23,1027,2022,10,outubro,4º trimestre,outubro de 2022,42,23 de outubro de 2022 a 23 de outubro de 2022 (semana 42),Semana 42,23 de outubro,domingo,23,34
2022-10-24,1028,2022,10,outubro,4º trimestre,outubro de 2022,43,24 de outubro de 2022 a 24 de outubro de 2022 (semana 43),Semana 43,24 de outubro,segunda-feira,24,34
